sba_physical_declaration_number,sba_eidl_declaration_number,fema_disaster_number,sba_disaster_number,damaged_property_city_name,damaged_property_zip_code,damaged_property_county/parish_name,damaged_property_state_code,total_verified_loss,verified_loss_real_estate,verified_loss_content,total_approved_loan_amount,approved_amount_real_estate,approved_amount_content,year,incident_type
10757,10758,1671,WA-00007,CONCRETE,98237,SKAGIT,WA,13200,11310,1890,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,COSMOPOLIS,98537,GRAYS HARBOR,WA,26257,26257,0,26200,26200,0,2007,Severe Storm
10757,10758,1671,WA-00007,DES MOINES,98148,KING,WA,19056,16006,3050,17400,14300,3100,2007,Severe Storm
10757,10758,1671,WA-00007,DES MOINES,98198,KING,WA,10457,10457,0,10000,10000,0,2007,Severe Storm
10757,10758,1671,WA-00007,DUVALL,98019,KING,WA,84550,69950,14600,59800,51600,8200,2007,Severe Storm
10757,10758,1671,WA-00007,EATONVILLE,98328,PIERCE,WA,39846,39846,0,32900,32900,0,2007,Severe Storm
10757,10758,1671,WA-00007,EDGEWOOD,98372,PIERCE,WA,18113,17613,500,17000,16500,500,2007,Severe Storm
10757,10758,1671,WA-00007,ELMA,98541,GRAYS HARBOR,WA,37583,20603,16980,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,ENUMCLAW,98022,KING,WA,55763,41238,14525,50000,35500,14500,2007,Severe Storm
10757,10758,1671,WA-00007,EVERETT,98203,SNOHOMISH,WA,20543,13143,7400,15100,7700,7400,2007,Severe Storm
10757,10758,1671,WA-00007,FALL CITY,98024,KING,WA,9799,9799,0,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,FEDERAL WAY,98023,KING,WA,5458,4578,880,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,FOX ISLAND,98333,PIERCE,WA,8068,4768,3300,8100,4800,3300,2007,Severe Storm
10757,10758,1671,WA-00007,GIG HARBOR,98332,PIERCE,WA,365173,364073,1100,2.00E+05,2.00E+05,0,2007,Severe Storm
10757,10758,1671,WA-00007,GIG HARBOR,98335,PIERCE,WA,53602,48452,5150,53300,48100,5200,2007,Severe Storm
10757,10758,1671,WA-00007,GOLD BAR,98251,SNOHOMISH,WA,264687,208849,55838,110100,69000,41100,2007,Severe Storm
10757,10758,1671,WA-00007,GOLDBAR,98251,SNOHOMISH,WA,225628,178228,47400,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,GRAHAM,98338,PIERCE,WA,12483,11883,600,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,GRANITE FALLS,98252,SNOHOMISH,WA,2038320,1543935,494385,1274900,886700,388200,2007,Severe Storm
10757,10758,1671,WA-00007,HAMILTON,98255,SKAGIT,WA,367847,221116,146731,125100,80000,45100,2007,Severe Storm
10757,10758,1671,WA-00007,HOQUIAM,98550,GRAYS HARBOR,WA,8116,8116,0,6300,6300,0,2007,Severe Storm
10757,10758,1671,WA-00007,INDEX,98256,SNOHOMISH,WA,1354603,1069553,285050,550400,424500,125900,2007,Severe Storm
10757,10758,1671,WA-00007,ISSAQUAH,98027,KING,WA,727419,620218,107201,264100,221000,43100,2007,Severe Storm
10757,10758,1671,WA-00007,KALAMA,98625,COWLITZ,WA,59210,50495,8715,59300,50500,8800,2007,Severe Storm
10757,10758,1671,WA-00007,KELSO,98626,COWLITZ,WA,248816,210966,37850,134300,111300,23000,2007,Severe Storm
10757,10758,1671,WA-00007,KENMORE,98028,KING,WA,16202,10287,5915,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,KIRKLAND,98033,KING,WA,140793,138598,2195,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,LA CENTER,98629,CLARK,WA,12472,8922,3550,10000,6500,3500,2007,Severe Storm
10757,10758,1671,WA-00007,LAKE STEVENS,98258,SNOHOMISH,WA,31801,28851,2950,26900,23900,3000,2007,Severe Storm
10757,10758,1671,WA-00007,LAKEBAY,98349,PIERCE,WA,5820,5820,0,5900,5900,0,2007,Severe Storm
10757,10758,1671,WA-00007,LONGVIEW,98632,COWLITZ,WA,115882,99232,16650,91900,78000,13900,2007,Severe Storm
10757,10758,1671,WA-00007,LYNNWOOD,98037,SNOHOMISH,WA,24682,14232,10450,22300,11900,10400,2007,Severe Storm
10757,10758,1671,WA-00007,MARBLEMOUNT,98267,SKAGIT,WA,6422,6422,0,5500,5500,0,2007,Severe Storm
10757,10758,1671,WA-00007,MERCER ISLAND,98040,KING,WA,25317,25317,0,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,MONROE,98272,SNOHOMISH,WA,236773,137208,99565,30700,0,30700,2007,Severe Storm
10757,10758,1671,WA-00007,MONTESANO,98563,GRAYS HARBOR,WA,196376,137311,59065,72400,38700,33700,2007,Severe Storm
10757,10758,1671,WA-00007,MORTON,98356,LEWIS,WA,88705,65155,23550,85400,61800,23600,2007,Severe Storm
10757,10758,1671,WA-00007,MOUNT VERNON,98273,SKAGIT,WA,20212,17737,2475,15400,15400,0,2007,Severe Storm
10757,10758,1671,WA-00007,MUKILTEO,98275,SNOHOMISH,WA,50679,50679,0,37700,37700,0,2007,Severe Storm
10757,10758,1671,WA-00007,NORTH BEND,98045,KING,WA,1095348,710708,384640,497600,297300,200300,2007,Severe Storm
10757,10758,1671,WA-00007,OAKVILLE,98568,GRAYS HARBOR,WA,20082,20082,0,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,OLYMPIA,98501,THURSTON,WA,3017,3017,0,3100,3100,0,2007,Severe Storm
10757,10758,1671,WA-00007,OLYMPIA,98502,THURSTON,WA,81665,73140,8525,27000,27000,0,2007,Severe Storm
10757,10758,1671,WA-00007,OLYMPIA,98512,THURSTON,WA,5860,5860,0,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,ORTING,98360,PIERCE,WA,1772192,1318542,453650,408600,305000,103600,2007,Severe Storm
10757,10758,1671,WA-00007,PACKWOOD,98361,LEWIS,WA,914715,675475,239240,439800,318500,121300,2007,Severe Storm
10757,10758,1671,WA-00007,PACWOOD,98361,LEWIS,WA,63284,59534,3750,62900,59100,3800,2007,Severe Storm
10757,10758,1671,WA-00007,PUYALLUP,98371,PIERCE,WA,2986,0,2986,3000,0,3000,2007,Severe Storm
10757,10758,1671,WA-00007,PUYALLUP,98372,PIERCE,WA,56656,55356,1300,56800,55500,1300,2007,Severe Storm
10757,10758,1671,WA-00007,PUYALLUP,98374,PIERCE,WA,19606,14706,4900,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,RANDLE,98377,LEWIS,WA,2112507,1476134,636373,973300,568700,404600,2007,Severe Storm
10757,10758,1671,WA-00007,RENTON,98055,KING,WA,28351,28351,0,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,RIDGEFIELD,98642,CLARK,WA,29704,19004,10700,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,ROY,98580,PIERCE,WA,28909,25009,3900,29000,25100,3900,2007,Severe Storm
10757,10758,1671,WA-00007,SAMMAMISH,98075,KING,WA,106569,106369,200,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98103,KING,WA,220001,220001,0,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98108,KING,WA,14828,10978,3850,13600,9800,3800,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98115,KING,WA,7903,7903,0,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98116,KING,WA,12721,10471,2250,10000,7700,2300,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98118,KING,WA,22339,21014,1325,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98119,KING,WA,8400,7400,1000,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98122,KING,WA,5584,2034,3550,5600,2100,3500,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98125,KING,WA,12816,12816,0,12900,12900,0,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98126,KING,WA,113569,113319,250,99300,99100,200,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98144,KING,WA,45528,35553,9975,39700,29700,10000,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98168,KING,WA,9619,9619,0,9700,9700,0,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98178,KING,WA,42248,25428,16820,24400,7800,16600,2007,Severe Storm
10757,10758,1671,WA-00007,SEATTLE,98199,KING,WA,12902,12202,700,8400,7700,700,2007,Severe Storm
10757,10758,1671,WA-00007,SEDRO WOOLLEY,98284,SKAGIT,WA,48800,41580,7220,48500,41300,7200,2007,Severe Storm
10757,10758,1671,WA-00007,SILVERLAKE,98645,COWLITZ,WA,38865,37215,1650,18100,16400,1700,2007,Severe Storm
10757,10758,1671,WA-00007,SKAMOKAWA,98647,WAHKIAKUM,WA,251199,230999,20200,136400,125600,10800,2007,Severe Storm
10757,10758,1671,WA-00007,SKYKOMISH,98288,KING,WA,376356,272886,103470,87700,39800,47900,2007,Severe Storm
10757,10758,1671,WA-00007,SNOHOMISH,98290,SNOHOMISH,WA,190674,146389,44285,89700,72400,17300,2007,Severe Storm
10757,10758,1671,WA-00007,SNOHOMISH,98296,SNOHOMISH,WA,256895,190685,66210,34900,23300,11600,2007,Severe Storm
10757,10758,1671,WA-00007,SNOQUALMIE,98065,KING,WA,1603696,1140146,463550,654600,260100,341700,2007,Severe Storm
10757,10758,1671,WA-00007,STANWOOD,98282,SNOHOMISH,WA,16488,14988,1500,16500,15000,1500,2007,Severe Storm
10757,10758,1671,WA-00007,STANWOOD,98292,SNOHOMISH,WA,5000,5000,0,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,STARTUP,98293,SNOHOMISH,WA,67340,54215,13125,61300,48100,13200,2007,Severe Storm
10757,10758,1671,WA-00007,STEVENSON,98648,SKAMANIA,WA,512801,512801,0,2.00E+05,2.00E+05,0,2007,Severe Storm
10757,10758,1671,WA-00007,SULTAN,98294,SNOHOMISH,WA,1269975,966320,303655,611600,427400,154600,2007,Severe Storm
10757,10758,1671,WA-00007,SUMNER,98390,PIERCE,WA,3410553,2398442,1012111,1605800,1118500,487300,2007,Severe Storm
10757,10758,1671,WA-00007,TACOMA,98403,PIERCE,WA,7140,6090,1050,7200,6100,1100,2007,Severe Storm
10757,10758,1671,WA-00007,TACOMA,98405,PIERCE,WA,4300,4300,0,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,TACOMA,98406,PIERCE,WA,76453,61778,14675,54100,39400,14700,2007,Severe Storm
10757,10758,1671,WA-00007,TACOMA,98407,PIERCE,WA,24433,21943,2490,19000,16500,2500,2007,Severe Storm
10757,10758,1671,WA-00007,TACOMA,98408,PIERCE,WA,3400,0,3400,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,TACOMA,98422,PIERCE,WA,12299,12299,0,12300,12300,0,2007,Severe Storm
10757,10758,1671,WA-00007,TACOMA,98444,PIERCE,WA,16014,12514,3500,16100,12600,3500,2007,Severe Storm
10757,10758,1671,WA-00007,TACOMA,98445,PIERCE,WA,16530,9730,6800,15000,8200,6800,2007,Severe Storm
10757,10758,1671,WA-00007,TUKWILA,98168,KING,WA,17601,17051,550,17300,16700,600,2007,Severe Storm
10757,10758,1671,WA-00007,TUMWATER,98501,THURSTON,WA,31667,28787,2880,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,UNIVERSITY PLACE,98466,PIERCE,WA,13690,11265,2425,12400,10000,2400,2007,Severe Storm
10757,10758,1671,WA-00007,UNIVERSITY PLACE,98467,PIERCE,WA,6168,6168,0,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,VANCOUVER,98663,CLARK,WA,3547,3447,100,2700,2600,100,2007,Severe Storm
10757,10758,1671,WA-00007,VANCOUVER,98665,CLARK,WA,3018,3018,0,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,VASHON,98070,KING,WA,45762,42862,2900,1400,1400,0,2007,Severe Storm
10757,10758,1671,WA-00007,WASHOUGAL,98671,CLARK,WA,173134,135559,37575,151400,120000,31400,2007,Severe Storm
10757,10758,1671,WA-00007,WASHOUGAL,98671,SKAMANIA,WA,61569,55969,5600,54700,49100,5600,2007,Severe Storm
10757,10758,1671,WA-00007,WOODLAND,98674,CLARK,WA,2280,2280,0,0,0,0,2007,Severe Storm
10757,10758,1671,WA-00007,YACOLT,98675,CLARK,WA,11146,9646,1500,10000,8500,1500,2007,Severe Storm
10757,10758,1671,WA-00007,YELM,98597,THURSTON,WA,97421,94901,2520,67600,65100,2500,2007,Severe Storm
10770,10771,1670,NY-00041,BINGHAMTON,13901,BROOME,NY,722940,462739,260201,375400,236600,138800,2007,Severe Storm
10770,10771,1670,NY-00041,BINGHAMTON,13903,BROOME,NY,575408,424538,150870,275700,223600,52100,2007,Severe Storm
10770,10771,1670,NY-00041,BINGHAMTON,13904,BROOME,NY,175808,146413,29395,150200,129700,20500,2007,Severe Storm
10770,10771,1670,NY-00041,BINGHAMTON,13905,BROOME,NY,408585,295505,113080,209700,144700,65000,2007,Severe Storm
10770,10771,1670,NY-00041,CASTLE CREEK,13744,BROOME,NY,22842,13842,9000,10000,10000,0,2007,Severe Storm
10770,10771,1670,NY-00041,CHENANGO FORKS,13746,BROOME,NY,144285,92010,52275,122000,69700,52300,2007,Severe Storm
10770,10771,1670,NY-00041,CONKLIN,13748,BROOME,NY,23500,0,23500,23500,0,23500,2007,Severe Storm
10770,10771,1670,NY-00041,ENDICOTT,13760,BROOME,NY,39140,30640,8500,27600,19100,8500,2007,Severe Storm
10770,10771,1670,NY-00041,ENDWELL,13760,BROOME,NY,14012,10612,3400,6800,3400,3400,2007,Severe Storm
10770,10771,1670,NY-00041,GREENE,13778,CHENANGO,NY,43559,33809,9750,35800,26500,9300,2007,Severe Storm
10770,10771,1670,NY-00041,HARPURSVILLE,13787,BROOME,NY,23045,21045,2000,2000,0,2000,2007,Severe Storm
10770,10771,1670,NY-00041,JOHNSON CITY,13790,BROOME,NY,94453,51228,43225,57300,31400,25900,2007,Severe Storm
10770,10771,1670,NY-00041,KIRKWOOD,13795,BROOME,NY,19727,19727,0,0,0,0,2007,Severe Storm
10770,10771,1670,NY-00041,OXFORD,13830,CHENANGO,NY,21237,18337,2900,20700,17800,2900,2007,Severe Storm
10770,10771,1670,NY-00041,PORT CRANE,13833,BROOME,NY,224452,175685,48767,81500,53000,28500,2007,Severe Storm
10770,10771,1670,NY-00041,SHERBURNE,13460,CHENANGO,NY,17417,11902,5515,15900,10400,5500,2007,Severe Storm
10770,10771,1670,NY-00041,VESTAL,13850,BROOME,NY,697894,491891,206003,359000,232200,126800,2007,Severe Storm
10770,10771,1670,NY-00041,WHITNEY POINT,13862,BROOME,NY,41694,39119,2575,41700,39100,2600,2007,Severe Storm
10770,10771,1670,NY-00041,WINDSOR,13865,BROOME,NY,44040,34240,9800,0,0,0,2007,Severe Storm
10797,10798,1679,FL-00019,LADY LAKE,32162,SUMTER,FL,16519,16519,0,16600,16600,0,2007,Severe Storm
10797,10798,1679,FL-00019,ALTAMONTE SPRINGS,32714,SEMINOLE,FL,7806,7806,0,7800,7800,0,2007,Severe Storm
10797,10798,1679,FL-00019,DELAND,32720,LAKE,FL,541060,364985,176075,349600,286100,63500,2007,Severe Storm
10797,10798,1679,FL-00019,DELAND,32720,VOLUSIA,FL,6920619,5038476,1882143,2914000,2176600,702400,2007,Severe Storm
10797,10798,1679,FL-00019,DELAND,32721,VOLUSIA,FL,61161,48926,12235,0,0,0,2007,Severe Storm
10797,10798,1679,FL-00019,DELAND,32724,VOLUSIA,FL,2403176,1890921,512255,1127500,847500,280000,2007,Severe Storm
10797,10798,1679,FL-00019,LADY LAKE,32158,LAKE,FL,63610,51035,12575,59800,47300,12500,2007,Severe Storm
10797,10798,1679,FL-00019,LADY LAKE,32159,LAKE,FL,5172919,3831775,1341144,2867400,2122600,698500,2007,Severe Storm
10797,10798,1679,FL-00019,LADY LAKE,32159,SUMTER,FL,11340,11340,0,8500,8500,0,2007,Severe Storm
10797,10798,1679,FL-00019,LADY LAKE,32162,SUMTER,FL,2068042,1482132,585910,1058300,822300,236000,2007,Severe Storm
10797,10798,1679,FL-00019,NEW SMYRNA,32168,VOLUSIA,FL,268380,193005,75375,194400,130900,63500,2007,Severe Storm
10797,10798,1679,FL-00019,NEW SMYRNA BEACH,32168,VOLUSIA,FL,2074667,1579802,494865,1118600,824600,294000,2007,Severe Storm
10797,10798,1679,FL-00019,PAISLEY,32767,LAKE,FL,108708,93383,15325,51600,36300,15300,2007,Severe Storm
10797,10798,1679,FL-00019,SEVILLE,32190,VOLUSIA,FL,18780,17230,1550,0,0,0,2007,Severe Storm
10797,10798,1679,FL-00019,THE VILLAGES,32162,SUMTER,FL,14684499,10745877,3938622,7883400,6081400,1802000,2007,Severe Storm
10797,10798,1679,FL-00019,WILDWOOD,34785,SUMTER,FL,741960,551285,190675,329700,261400,68300,2007,Severe Storm
10805,10806,1680,FL-00020,DAYTONA BEACH,32114,VOLUSIA,FL,243435,130010,113425,174600,110000,64600,2007,Severe Storm
10805,10806,1680,FL-00020,DELAND,32724,VOLUSIA,FL,1470893,1085670,385223,454100,351900,102200,2007,Severe Storm
10815,10816,1685,LA-00012,BREAUX BRIDGE,70517,SAINT MARTIN,LA,2731597,2122817,608780,1266200,1070900,195300,2007,Severe Storm
10815,10816,1685,LA-00012,JEFFERSON,70121,JEFFERSON,LA,4620,0,4620,0,0,0,2007,Severe Storm
10815,10816,1685,LA-00012,NEW ORLEANS,70113,ORLEANS,LA,14715,9415,5300,0,0,0,2007,Severe Storm
10815,10816,1685,LA-00012,NEW ORLEANS,70118,ORLEANS,LA,3171812,2852505,319307,1355000,1217600,137400,2007,Severe Storm
10815,10816,1685,LA-00012,NEW ORLEANS,70119,ORLEANS,LA,76382,76382,0,17200,17200,0,2007,Severe Storm
10815,10816,1685,LA-00012,NEW ORLEANS,70122,ORLEANS,LA,238606,189236,49370,106300,94700,11600,2007,Severe Storm
10815,10816,1685,LA-00012,NEW ORLEANS,70125,ORLEANS,LA,12921,10921,2000,0,0,0,2007,Severe Storm
10815,10816,1685,LA-00012,NEW ORLEANS,70126,ORLEANS,LA,394826,385551,9275,76900,73100,3800,2007,Severe Storm
10815,10816,1685,LA-00012,NEW ORLEANS,70128,ORLEANS,LA,16915,15907,1008,0,0,0,2007,Severe Storm
10815,10816,1685,LA-00012,SAINT MARTINVILLE,70582,SAINT MARTIN,LA,490355,465345,25010,244000,220300,23700,2007,Severe Storm
10815,10816,1685,LA-00012,WESTWEGO,70094,JEFFERSON,LA,2380762,1930208,450554,1170400,964700,168500,2007,Severe Storm
10819,10820,1686,GA-00008,ALBANY,31705,DOUGHERTY,GA,448488,385622,62866,248100,209600,38500,2007,Severe Storm
10819,10820,1686,GA-00008,ALBANY,31705,MITCHELL,GA,186200,178270,7930,138000,130100,7900,2007,Severe Storm
10819,10820,1686,GA-00008,ALBANY,31705,WORTH,GA,141218,117368,23850,0,0,0,2007,Severe Storm
10819,10820,1686,GA-00008,AMERICUS,31709,SUMTER,GA,5685850,4316447,1369403,2673000,2028900,644100,2007,Severe Storm
10819,10820,1686,GA-00008,AMERICUS,31719,SUMTER,GA,225630,150855,74775,86400,73800,12600,2007,Severe Storm
10819,10820,1686,GA-00008,ANDERSONVILLE,31711,SUMTER,GA,103059,92059,11000,5100,5100,0,2007,Severe Storm
10819,10820,1686,GA-00008,BACONTON,31716,MITCHELL,GA,835707,630613,205094,374800,284000,90800,2007,Severe Storm
10819,10820,1686,GA-00008,BUTLER,31006,TAYLOR,GA,213829,168629,45200,43200,5000,38200,2007,Severe Storm
10819,10820,1686,GA-00008,BYRON,31008,CRAWFORD,GA,419855,331230,88625,41300,36000,5300,2007,Severe Storm
10819,10820,1686,GA-00008,FORT VALLEY,31030,CRAWFORD,GA,32948,32948,0,20000,20000,0,2007,Severe Storm
10819,10820,1686,GA-00008,LIZELLA,31052,CRAWFORD,GA,2072027,1496522,575505,887600,677200,210400,2007,Severe Storm
10819,10820,1686,GA-00008,NEWTON,39870,BAKER,GA,1424035,1120500,303535,586800,450500,136300,2007,Severe Storm
10819,10820,1686,GA-00008,PLAINS,31780,SUMTER,GA,25600,15750,9850,6000,0,6000,2007,Severe Storm
10819,10820,1686,GA-00008,REYNOLDS,31076,TAYLOR,GA,191697,149897,41800,167300,128500,38800,2007,Severe Storm
10819,10820,1686,GA-00008,SUMNER,31789,WORTH,GA,15163,13838,1325,0,0,0,2007,Severe Storm
10819,10820,1686,GA-00008,SYLVESTER,31791,WORTH,GA,566133,443303,122830,291300,228000,63300,2007,Severe Storm
10819,10820,1686,GA-00008,THOMSON,30824,MCDUFFIE,GA,301078,244953,56125,134600,104200,30400,2007,Severe Storm
10819,10820,1686,GA-00008,WAVERLY HALL,31831,HARRIS,GA,68958,65958,3000,0,0,0,2007,Severe Storm
10821,10822,1687,AL-00007,ABBEVILLE,36310,HENRY,AL,1416863,1125408,291455,458400,378300,80100,2007,Severe Storm
10821,10822,1687,AL-00007,ADAMSVILLE,35005,JEFFERSON,AL,360144,304840,55304,59700,46900,12800,2007,Severe Storm
10821,10822,1687,AL-00007,BIRMINGHAM,35210,JEFFERSON,AL,9542,9542,0,0,0,0,2007,Severe Storm
10821,10822,1687,AL-00007,CAMDEN,36726,WILCOX,AL,197154,140254,56900,170800,108700,44900,2007,Severe Storm
10821,10822,1687,AL-00007,ELBA,36323,COFFEE,AL,6900,0,6900,0,0,0,2007,Severe Storm
10821,10822,1687,AL-00007,ENTERPRISE,36330,COFFEE,AL,16451442,12107055,4344387,6925100,5150200,1681900,2007,Severe Storm
10821,10822,1687,AL-00007,FORT RUCKER,36362,DALE,AL,3000,0,3000,3000,0,3000,2007,Severe Storm
10821,10822,1687,AL-00007,GENEVA,36340,GENEVA,AL,3000,0,3000,3000,0,3000,2007,Severe Storm
10821,10822,1687,AL-00007,NEWVILLE,36353,DALE,AL,155104,103417,51687,53300,15100,38200,2007,Severe Storm
10821,10822,1687,AL-00007,NEWVILLE,36353,HENRY,AL,154016,120246,33770,9200,9200,0,2007,Severe Storm
10821,10822,1687,AL-00007,ORRVILLE,36767,DALLAS,AL,74254,74254,0,17300,17300,0,2007,Severe Storm
10821,10822,1687,AL-00007,OZARK,36360,DALE,AL,261906,220531,41375,175300,142800,32500,2007,Severe Storm
10840,10841,1690,NM-00005,CLOVIS,88101,CURRY,NM,3972213,3212708,759505,1165300,868400,296900,2007,Severe Storm
10840,10841,1690,NM-00005,LOGAN,88426,QUAY,NM,1019981,871450,148531,264200,201100,63100,2007,Severe Storm
10840,10841,1690,NM-00005,TUCUMCARI,88401,QUAY,NM,108027,94807,13220,69900,63600,6300,2007,Severe Storm
10852,10853,1692,NY-00045,AIRMONT,10901,ROCKLAND,NY,33463,33463,0,0,0,0,2007,Severe Storm
10852,10853,1692,NY-00045,AIRMONT,10952,ROCKLAND,NY,10190,9740,450,0,0,0,2007,Severe Storm
10852,10853,1692,NY-00045,ALBANY,12203,ALBANY,NY,26486,23111,3375,8200,5800,2400,2007,Severe Storm
10852,10853,1692,NY-00045,ALBANY,12208,ALBANY,NY,8666,7166,1500,7200,5700,1500,2007,Severe Storm
10852,10853,1692,NY-00045,ALBANY,12211,ALBANY,NY,33972,32472,1500,19500,18000,1500,2007,Severe Storm
10852,10853,1692,NY-00045,ALTAMONT,12009,ALBANY,NY,7938,6438,1500,7100,5600,1500,2007,Severe Storm
10852,10853,1692,NY-00045,AMAWALK,10501,WESTCHESTER,NY,61579,42454,19125,60400,41300,19100,2007,Severe Storm
10852,10853,1692,NY-00045,ARDSLEY,10502,WESTCHESTER,NY,78503,73453,5050,77300,72200,5100,2007,Severe Storm
10852,10853,1692,NY-00045,ARMONK,10504,WESTCHESTER,NY,36447,26897,9550,35200,25700,9500,2007,Severe Storm
10852,10853,1692,NY-00045,BALDWIN PLACE,10505,WESTCHESTER,NY,61362,59987,1375,35200,33800,1400,2007,Severe Storm
10852,10853,1692,NY-00045,BARDONIA,10954,ROCKLAND,NY,111198,75198,36000,20600,20600,0,2007,Severe Storm
10852,10853,1692,NY-00045,BEACON,12508,DUTCHESS,NY,36747,35747,1000,17500,17500,0,2007,Severe Storm
10852,10853,1692,NY-00045,BEDFORD,10506,WESTCHESTER,NY,129241,84081,45160,123100,82000,41100,2007,Severe Storm
10852,10853,1692,NY-00045,BELLVALE,10912,ORANGE,NY,23327,17327,6000,10000,4000,6000,2007,Severe Storm
10852,10853,1692,NY-00045,BLOOMINGBURG,12721,ORANGE,NY,23776,19576,4200,23000,18800,4200,2007,Severe Storm
10852,10853,1692,NY-00045,BRIARCLIFF MANOR,10510,WESTCHESTER,NY,53929,40929,13000,50700,37700,13000,2007,Severe Storm
10852,10853,1692,NY-00045,BRONXVILLE,10708,WESTCHESTER,NY,2474217,1184460,1289757,899400,453000,446400,2007,Severe Storm
10852,10853,1692,NY-00045,CAMPBELL HALL,10916,ORANGE,NY,48930,35530,13400,0,0,0,2007,Severe Storm
10852,10853,1692,NY-00045,CHAPPAQUA,10514,WESTCHESTER,NY,145298,127498,17800,6500,6500,0,2007,Severe Storm
10852,10853,1692,NY-00045,CHESTER,10918,ORANGE,NY,161050,145350,15700,33800,29800,4000,2007,Severe Storm
10852,10853,1692,NY-00045,CHESTNUT RIDGE,10977,ROCKLAND,NY,37985,32585,5400,29300,24300,5000,2007,Severe Storm
10852,10853,1692,NY-00045,CLINTON CORNERS,12514,DUTCHESS,NY,10503,10003,500,6200,5700,500,2007,Severe Storm
10852,10853,1692,NY-00045,CONGERS,10920,ROCKLAND,NY,285707,212252,73455,254600,187800,66800,2007,Severe Storm
10852,10853,1692,NY-00045,CORNWALL,12518,ORANGE,NY,149251,121451,27800,61600,57400,4200,2007,Severe Storm
10852,10853,1692,NY-00045,CORNWALL ON HUDSON,12520,ORANGE,NY,9223,5673,3550,9300,5700,3600,2007,Severe Storm
10852,10853,1692,NY-00045,CORTLANDT MANOR,10567,WESTCHESTER,NY,71658,57208,14450,0,0,0,2007,Severe Storm
10852,10853,1692,NY-00045,CROSS RIVER,10518,WESTCHESTER,NY,37324,33674,3650,37100,33500,3600,2007,Severe Storm
10852,10853,1692,NY-00045,DELMAR,12054,ALBANY,NY,41853,38853,3000,31900,30400,1500,2007,Severe Storm
10852,10853,1692,NY-00045,DOBBS FERRY,10522,WESTCHESTER,NY,260234,207859,52375,116400,100400,16000,2007,Severe Storm
10852,10853,1692,NY-00045,DOVER PLAINS,12522,DUTCHESS,NY,96005,81505,14500,16400,16400,0,2007,Severe Storm
10852,10853,1692,NY-00045,EASTCHESTER,10709,WESTCHESTER,NY,440784,370709,70075,317700,270500,47200,2007,Severe Storm
10852,10853,1692,NY-00045,ELLENVILLE,12428,ULSTER,NY,16353,14403,1950,15300,13400,1900,2007,Severe Storm
10852,10853,1692,NY-00045,ELMSFORD,10523,WESTCHESTER,NY,199620,137345,62275,40400,28600,11800,2007,Severe Storm
10852,10853,1692,NY-00045,FISHKILL,12524,DUTCHESS,NY,357608,278658,78950,198900,164800,34100,2007,Severe Storm
